feature_name,feature_group,original_feature_group,modality,source,verified_status,unknown_feature_decision,notes
head_lslxp11xpcplt_pilot_head_position_h_m_first_difference_slope,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_h_m_first_difference_std,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_h_m_iqr,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_h_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_h_m_kurtosis,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_h_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_h_m_max,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_h_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_h_m_mean,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_h_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_h_m_median,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_h_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_h_m_min,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_h_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_h_m_missing_ratio,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_h_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_h_m_num_missing,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_h_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_h_m_range,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_h_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_h_m_rms,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_h_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_h_m_skew,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_h_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_h_m_slope,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_h_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_h_m_std,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_h_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_first_difference_iqr,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_first_difference_kurtosis,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_first_difference_max,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_first_difference_mean,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_first_difference_median,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_first_difference_min,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_first_difference_missing_ratio,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_first_difference_num_missing,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_first_difference_range,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_first_difference_rms,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_first_difference_skew,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_first_difference_slope,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_first_difference_std,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_iqr,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_v_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_kurtosis,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_v_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_max,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_v_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_mean,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_v_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_median,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_v_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_min,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_v_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_missing_ratio,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_v_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_num_missing,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_v_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_range,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_v_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_rms,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_v_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_skew,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_v_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_slope,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_v_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_position_v_m_std,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_v_m,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_first_difference_iqr,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_first_difference_kurtosis,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_first_difference_max,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_first_difference_mean,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_first_difference_median,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_first_difference_min,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_first_difference_missing_ratio,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_first_difference_num_missing,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_first_difference_range,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_first_difference_rms,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_first_difference_skew,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_first_difference_slope,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_first_difference_std,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_iqr,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_roll_deg,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_kurtosis,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_roll_deg,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_max,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_roll_deg,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_mean,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_roll_deg,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_median,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_roll_deg,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_min,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_roll_deg,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_missing_ratio,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_roll_deg,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_num_missing,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_roll_deg,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_range,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_roll_deg,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_rms,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_roll_deg,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_skew,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_roll_deg,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_slope,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_roll_deg,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_roll_deg_std,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_roll_deg,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_yaw_deg_first_difference_iqr,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_yaw_deg_first_difference_kurtosis,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
head_lslxp11xpcplt_pilot_head_yaw_deg_first_difference_max,head_movement_features,head_movement_features,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
