feature_name,modality,source_provenance,non_missing_count,constant_value,was_single_value_before_repair,decision
ecg_lslshimmerecg_ecg_projection_la_ra_mv_missing_ratio,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_la_ra_mV,482,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_r_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_r,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_r_range,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_r,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_r_rms,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_r,469,1.0,False,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_r_slope,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_r,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_lslhtcviveeye_validity_r_std,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=validity_r,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_ocuevts_fixationseq_min,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-01B_run-001\sub-cp004_ses-20210330_ocuevts_level-01B_run-001.csv | source_column=FixationSeq,469,-1.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_ocuevts_fixationseq_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-01B_run-001\sub-cp004_ses-20210330_ocuevts_level-01B_run-001.csv | source_column=FixationSeq,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_ocuevts_fixationseq_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-01B_run-001\sub-cp004_ses-20210330_ocuevts_level-01B_run-001.csv | source_column=FixationSeq,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_ocuevts_fixationseq_slope,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-01B_run-001\sub-cp004_ses-20210330_ocuevts_level-01B_run-001.csv | source_column=FixationSeq,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_ocuevts_saccadeseq_min,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-01B_run-001\sub-cp004_ses-20210330_ocuevts_level-01B_run-001.csv | source_column=SaccadeSeq,469,-1.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_ocuevts_saccadeseq_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-01B_run-001\sub-cp004_ses-20210330_ocuevts_level-01B_run-001.csv | source_column=SaccadeSeq,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_ocuevts_saccadeseq_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-01B_run-001\sub-cp004_ses-20210330_ocuevts_level-01B_run-001.csv | source_column=SaccadeSeq,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_ocuevts_saccadeseq_slope,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-01B_run-001\sub-cp004_ses-20210330_ocuevts_level-01B_run-001.csv | source_column=SaccadeSeq,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_openness_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_openness_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_position_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_position_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_pupil_min,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,469,-1.0,False,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_pupil_missing_ratio,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
eye_pupil_num_missing,eye_tracking,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,469,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
head_lslxp11xpcplt_pilot_head_pitch_deg_first_difference_num_missing,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,486,1.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
head_lslxp11xpcplt_pilot_head_pitch_deg_missing_ratio,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_pitch_deg,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
head_lslxp11xpcplt_pilot_head_pitch_deg_num_missing,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_pitch_deg,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
head_lslxp11xpcplt_pilot_head_position_f_m_first_difference_num_missing,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,486,1.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
head_lslxp11xpcplt_pilot_head_position_f_m_missing_ratio,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_f_m,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
head_lslxp11xpcplt_pilot_head_position_f_m_num_missing,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_f_m,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
head_lslxp11xpcplt_pilot_head_position_h_m_first_difference_num_missing,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,486,1.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
head_lslxp11xpcplt_pilot_head_position_h_m_missing_ratio,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_h_m,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
head_lslxp11xpcplt_pilot_head_position_h_m_num_missing,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_h_m,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
head_lslxp11xpcplt_pilot_head_position_v_m_first_difference_num_missing,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,486,1.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
head_lslxp11xpcplt_pilot_head_position_v_m_missing_ratio,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_v_m,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
head_lslxp11xpcplt_pilot_head_position_v_m_num_missing,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_position_v_m,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
head_lslxp11xpcplt_pilot_head_roll_deg_first_difference_num_missing,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,486,1.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
head_lslxp11xpcplt_pilot_head_roll_deg_missing_ratio,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_roll_deg,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
head_lslxp11xpcplt_pilot_head_roll_deg_num_missing,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_roll_deg,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
head_lslxp11xpcplt_pilot_head_yaw_deg_first_difference_num_missing,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,486,1.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
head_lslxp11xpcplt_pilot_head_yaw_deg_missing_ratio,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_yaw_deg,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
head_lslxp11xpcplt_pilot_head_yaw_deg_num_missing,head_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv | source_column=pilot_head_yaw_deg,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
performance_perfmetric_airspeed_error_kts_missing_ratio,performance,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-001.csv | source_column=airspeed_error_kts,419,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
performance_perfmetric_airspeed_error_kts_num_missing,performance,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-001.csv | source_column=airspeed_error_kts,419,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
performance_perfmetric_glideslope_error_deg_missing_ratio,performance,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-001.csv | source_column=glideslope_error_deg,419,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
performance_perfmetric_glideslope_error_deg_num_missing,performance,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-001.csv | source_column=glideslope_error_deg,419,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
performance_perfmetric_localizer_error_deg_missing_ratio,performance,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-001.csv | source_column=localizer_error_deg,419,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
performance_perfmetric_localizer_error_deg_num_missing,performance,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-001.csv | source_column=localizer_error_deg,419,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
performance_perfmetric_total_error_missing_ratio,performance,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-001.csv | source_column=total_error,419,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
performance_perfmetric_total_error_num_missing,performance,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-001.csv | source_column=total_error,419,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
resp_lslrespitrace_respiration_trace_v_missing_ratio,respiration,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-001\sub-cp014_ses-20211112_task-ils_stream-lslrespitrace_feat-chunk_level-01B_run-001_dat.csv | source_column=respiration_trace_v,206,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
resp_lslrespitrace_respiration_trace_v_num_missing,respiration,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-001\sub-cp014_ses-20211112_task-ils_stream-lslrespitrace_feat-chunk_level-01B_run-001_dat.csv | source_column=respiration_trace_v,206,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
resp_lslshimmerresp_respiration_trace_mv_missing_ratio,respiration,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_dat.csv | source_column=respiration_trace_mV,482,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
resp_lslshimmerresp_respiration_trace_mv_num_missing,respiration,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_dat.csv | source_column=respiration_trace_mV,482,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
resp_signal_missing_ratio,respiration,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,482,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
resp_signal_num_missing,respiration,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,482,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
unknown_lslshimmertorsoacc_accelerometry_torso_x_mps2_missing_ratio,body_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-01B_run-001\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-001_dat.csv | source_column=accelerometry_torso_x_mps2,454,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
unknown_lslshimmertorsoacc_accelerometry_torso_x_mps2_num_missing,body_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-01B_run-001\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-001_dat.csv | source_column=accelerometry_torso_x_mps2,454,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
unknown_lslshimmertorsoacc_accelerometry_torso_y_mps2_missing_ratio,body_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-01B_run-001\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-001_dat.csv | source_column=accelerometry_torso_y_mps2,454,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
unknown_lslshimmertorsoacc_accelerometry_torso_y_mps2_num_missing,body_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-01B_run-001\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-001_dat.csv | source_column=accelerometry_torso_y_mps2,454,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
unknown_lslshimmertorsoacc_accelerometry_torso_z_mps2_missing_ratio,body_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-01B_run-001\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-001_dat.csv | source_column=accelerometry_torso_z_mps2,454,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
unknown_lslshimmertorsoacc_accelerometry_torso_z_mps2_num_missing,body_movement,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp004\ses-20210330\level-01B_run-001\sub-cp004_ses-20210330_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-001_dat.csv | source_column=accelerometry_torso_z_mps2,454,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
xplane_airspeed_missing_ratio,xplane,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
xplane_airspeed_num_missing,xplane,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
xplane_altitude_missing_ratio,xplane,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
xplane_altitude_num_missing,xplane,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
xplane_attitude_missing_ratio,xplane,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
xplane_attitude_num_missing,xplane,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
xplane_heading_missing_ratio,xplane,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
xplane_heading_num_missing,xplane,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,486,0.0,True,RECORD_ONLY_KEEP_GLOBAL_TABLE_FOLD_LOCAL_VARIANCE_FILTER_LATER
