run_key,subject_id,outer_fold,modality,seed,modality_available,task,target_class,predicted_class,classification_confidence,similarity_margin,class_score_0,class_score_1,class_score_2,class_score_3
sub-cp012_ses-20210723_level-03B_run-005,sub-cp012,4,head_movement_features,42,True,classification,2,0,0.5556586,0.08231026,0.5556586,0.47334832,0.44987383,0.45508748
sub-cp012_ses-20210723_level-03B_run-011,sub-cp012,4,head_movement_features,42,True,classification,2,0,0.52260214,0.017899096,0.52260214,0.50470304,0.46244228,0.41920638
sub-cp012_ses-20210723_level-04B_run-004,sub-cp012,4,head_movement_features,42,True,classification,3,0,0.5367143,0.08297819,0.5367143,0.45373613,0.42652288,0.4287873
sub-cp012_ses-20210723_level-04B_run-006,sub-cp012,4,head_movement_features,42,True,classification,3,0,0.5777043,0.09160966,0.5777043,0.48609465,0.42091265,0.45296538
sub-cp012_ses-20210723_level-04B_run-009,sub-cp012,4,head_movement_features,42,True,classification,3,0,0.57013357,0.084037006,0.57013357,0.48609656,0.4406711,0.41935167
sub-cp018_ses-20210709_level-01B_run-001,sub-cp018,4,head_movement_features,42,True,classification,0,0,0.5591425,0.08358064,0.5591425,0.47556183,0.4473365,0.4471999
sub-cp018_ses-20210709_level-01B_run-007,sub-cp018,4,head_movement_features,42,True,classification,0,0,0.54581654,0.08097929,0.54581654,0.4448767,0.42557395,0.46483725
sub-cp018_ses-20210709_level-01B_run-012,sub-cp018,4,head_movement_features,42,True,classification,0,0,0.53939515,0.07777023,0.53939515,0.4344065,0.44186288,0.46162492
sub-cp018_ses-20210709_level-02B_run-003,sub-cp018,4,head_movement_features,42,True,classification,1,0,0.51196414,0.02988848,0.51196414,0.47318047,0.48207566,0.47510165
sub-cp018_ses-20210709_level-02B_run-008,sub-cp018,4,head_movement_features,42,True,classification,1,0,0.5397511,0.07099038,0.5397511,0.45009175,0.45679584,0.46876073
sub-cp018_ses-20210709_level-02B_run-010,sub-cp018,4,head_movement_features,42,True,classification,1,0,0.55241215,0.07876232,0.55241215,0.4657963,0.43309927,0.47364983
sub-cp018_ses-20210709_level-03B_run-002,sub-cp018,4,head_movement_features,42,True,classification,2,0,0.527395,0.03808093,0.527395,0.46107185,0.44564924,0.48931408
sub-cp018_ses-20210709_level-03B_run-005,sub-cp018,4,head_movement_features,42,True,classification,2,0,0.5328325,0.049615085,0.5328325,0.45494288,0.44820833,0.48321742
sub-cp018_ses-20210709_level-03B_run-011,sub-cp018,4,head_movement_features,42,True,classification,2,0,0.52507186,0.04746005,0.52507186,0.42910475,0.44748455,0.4776118
sub-cp018_ses-20210709_level-04B_run-004,sub-cp018,4,head_movement_features,42,True,classification,3,0,0.52046895,0.032343924,0.52046895,0.46349943,0.46459562,0.48812503
sub-cp018_ses-20210709_level-04B_run-006,sub-cp018,4,head_movement_features,42,True,classification,3,3,0.5130013,0.017662317,0.495339,0.45758802,0.47237352,0.5130013
sub-cp018_ses-20210709_level-04B_run-009,sub-cp018,4,head_movement_features,42,True,classification,3,0,0.4967786,0.019377291,0.4967786,0.4288272,0.46581087,0.47740132
sub-cp029_ses-20220119_level-01B_run-001,sub-cp029,4,head_movement_features,42,True,classification,0,0,0.5721485,0.03897679,0.5721485,0.5331717,0.49469116,0.4150568
sub-cp029_ses-20220119_level-01B_run-007,sub-cp029,4,head_movement_features,42,True,classification,0,1,0.55081236,0.008530498,0.54228187,0.55081236,0.53028655,0.43405592
sub-cp029_ses-20220119_level-01B_run-012,sub-cp029,4,head_movement_features,42,True,classification,0,0,0.54544485,0.03544104,0.54544485,0.5100038,0.4500835,0.42620546
sub-cp029_ses-20220119_level-02B_run-003,sub-cp029,4,head_movement_features,42,True,classification,1,0,0.5629305,0.06398049,0.5629305,0.49895003,0.4589072,0.39196074
sub-cp029_ses-20220119_level-02B_run-008,sub-cp029,4,head_movement_features,42,True,classification,1,0,0.5263161,0.016859531,0.5263161,0.5094566,0.49057263,0.45286387
sub-cp029_ses-20220119_level-02B_run-010,sub-cp029,4,head_movement_features,42,True,classification,1,2,0.5490258,0.033481956,0.508802,0.5155438,0.5490258,0.44686168
sub-cp029_ses-20220119_level-03B_run-002,sub-cp029,4,head_movement_features,42,True,classification,2,0,0.5321909,0.01210618,0.5321909,0.52008474,0.49590588,0.4337935
sub-cp029_ses-20220119_level-03B_run-005,sub-cp029,4,head_movement_features,42,True,classification,2,2,0.5342755,0.008565366,0.49563417,0.5257101,0.5342755,0.45626742
sub-cp029_ses-20220119_level-03B_run-011,sub-cp029,4,head_movement_features,42,True,classification,2,2,0.5671344,0.050933123,0.51620126,0.5046611,0.5671344,0.4463929
sub-cp029_ses-20220119_level-04B_run-004,sub-cp029,4,head_movement_features,42,True,classification,3,0,0.51283956,0.012451768,0.51283956,0.5000506,0.5003878,0.45144936
sub-cp029_ses-20220119_level-04B_run-006,sub-cp029,4,head_movement_features,42,True,classification,3,0,0.54084575,0.024163246,0.54084575,0.48490924,0.5166825,0.4319359
sub-cp029_ses-20220119_level-04B_run-009,sub-cp029,4,head_movement_features,42,True,classification,3,2,0.51044095,0.028327703,0.4696887,0.48211324,0.51044095,0.4394635
sub-cp036_ses-20211218_level-01B_run-001,sub-cp036,4,head_movement_features,42,True,classification,0,2,0.54383767,0.029833972,0.49443835,0.5140037,0.54383767,0.42766133
sub-cp036_ses-20211218_level-01B_run-007,sub-cp036,4,head_movement_features,42,True,classification,0,0,0.5315069,0.038890988,0.5315069,0.45902824,0.4926159,0.45911062
sub-cp036_ses-20211218_level-01B_run-012,sub-cp036,4,head_movement_features,42,True,classification,0,2,0.5379492,0.035352767,0.50259644,0.47130638,0.5379492,0.4378254
sub-cp036_ses-20211218_level-02B_run-003,sub-cp036,4,head_movement_features,42,True,classification,1,2,0.5309838,0.0558016,0.4751822,0.46884453,0.5309838,0.45229864
sub-cp036_ses-20211218_level-02B_run-008,sub-cp036,4,head_movement_features,42,True,classification,1,2,0.5016912,0.027627885,0.44948432,0.45713344,0.5016912,0.47406334
sub-cp036_ses-20211218_level-02B_run-010,sub-cp036,4,head_movement_features,42,True,classification,1,2,0.5453745,0.03317064,0.47428274,0.5122039,0.5453745,0.4722634
sub-cp036_ses-20211218_level-03B_run-002,sub-cp036,4,head_movement_features,42,True,classification,2,2,0.576622,0.1202777,0.4563443,0.44302922,0.576622,0.43740624
sub-cp036_ses-20211218_level-03B_run-005,sub-cp036,4,head_movement_features,42,True,classification,2,2,0.55722815,0.056341052,0.5008871,0.4648111,0.55722815,0.4454443
sub-cp036_ses-20211218_level-03B_run-011,sub-cp036,4,head_movement_features,42,True,classification,2,2,0.57045996,0.0757941,0.46691418,0.49466586,0.57045996,0.44881934
sub-cp036_ses-20211218_level-04B_run-004,sub-cp036,4,head_movement_features,42,True,classification,3,2,0.5635045,0.074863344,0.45957753,0.48864117,0.5635045,0.45696196
sub-cp036_ses-20211218_level-04B_run-006,sub-cp036,4,head_movement_features,42,True,classification,3,2,0.56549007,0.09596428,0.45871496,0.4546129,0.56549007,0.46952578
sub-cp036_ses-20211218_level-04B_run-009,sub-cp036,4,head_movement_features,42,True,classification,3,2,0.5558859,0.03954959,0.47331685,0.45590436,0.5558859,0.5163363
sub-cp042_ses-20220111_level-01B_run-001,sub-cp042,4,head_movement_features,42,True,classification,0,0,0.53023946,0.05962515,0.53023946,0.4706143,0.43478054,0.41910413
sub-cp042_ses-20220111_level-01B_run-007,sub-cp042,4,head_movement_features,42,True,classification,0,0,0.49570787,0.021161973,0.49570787,0.4745459,0.46550268,0.40928483
sub-cp042_ses-20220111_level-01B_run-012,sub-cp042,4,head_movement_features,42,True,classification,0,0,0.5067829,0.030671954,0.5067829,0.47611094,0.4718523,0.3852504
sub-cp042_ses-20220111_level-02B_run-003,sub-cp042,4,head_movement_features,42,True,classification,1,0,0.5303687,0.028461039,0.5303687,0.50190765,0.48082513,0.3845443
sub-cp042_ses-20220111_level-02B_run-008,sub-cp042,4,head_movement_features,42,True,classification,1,1,0.52488065,0.030352235,0.4945284,0.52488065,0.41787916,0.38952392
sub-cp042_ses-20220111_level-02B_run-010,sub-cp042,4,head_movement_features,42,True,classification,1,1,0.49825853,0.020714015,0.47754452,0.49825853,0.4340241,0.4265062
sub-cp042_ses-20220111_level-03B_run-002,sub-cp042,4,head_movement_features,42,True,classification,2,2,0.49934956,0.011662453,0.4876871,0.4762367,0.49934956,0.441258
sub-cp042_ses-20220111_level-03B_run-005,sub-cp042,4,head_movement_features,42,True,classification,2,1,0.509509,0.009767503,0.46021554,0.509509,0.49974152,0.4487322
sub-cp042_ses-20220111_level-03B_run-011,sub-cp042,4,head_movement_features,42,True,classification,2,1,0.4983167,0.03472948,0.46358722,0.4983167,0.44529063,0.4251404
sub-cp042_ses-20220111_level-04B_run-004,sub-cp042,4,head_movement_features,42,True,classification,3,0,0.52036536,0.031799227,0.52036536,0.48856613,0.42530984,0.41729003
sub-cp042_ses-20220111_level-04B_run-006,sub-cp042,4,head_movement_features,42,True,classification,3,2,0.5038731,0.008675367,0.49519774,0.47052234,0.5038731,0.4338384
sub-cp042_ses-20220111_level-04B_run-009,sub-cp042,4,head_movement_features,42,True,classification,3,1,0.52346253,0.0052292347,0.5182333,0.52346253,0.4275537,0.38575214
sub-cp005_ses-20210226_level-01B_run-001,sub-cp005,5,head_movement_features,42,True,classification,0,2,0.89000237,0.0034140944,0.88479793,0.8865883,0.89000237,0.8840308
sub-cp005_ses-20210226_level-01B_run-007,sub-cp005,5,head_movement_features,42,True,classification,0,3,0.90504014,0.0041377544,0.9000645,0.8880604,0.9009024,0.90504014
sub-cp005_ses-20210226_level-01B_run-012,sub-cp005,5,head_movement_features,42,True,classification,0,0,0.8980437,0.0018163323,0.8980437,0.886829,0.89622736,0.8801835
sub-cp005_ses-20210226_level-02B_run-003,sub-cp005,5,head_movement_features,42,True,classification,1,3,0.8799356,0.00043547153,0.8647263,0.86366165,0.87950015,0.8799356
sub-cp005_ses-20210226_level-02B_run-008,sub-cp005,5,head_movement_features,42,True,classification,1,3,0.90652096,0.008500576,0.8919218,0.8761945,0.8980204,0.90652096
sub-cp005_ses-20210226_level-02B_run-010,sub-cp005,5,head_movement_features,42,True,classification,1,3,0.9151486,0.0034236312,0.8972792,0.89263934,0.911725,0.9151486
sub-cp005_ses-20210226_level-03B_run-002,sub-cp005,5,head_movement_features,42,True,classification,2,0,0.85796785,0.0071656704,0.85796785,0.8508022,0.8452364,0.8393085
sub-cp005_ses-20210226_level-03B_run-005,sub-cp005,5,head_movement_features,42,True,classification,2,2,0.8986342,0.011140227,0.8826404,0.88749397,0.8986342,0.8845387
sub-cp005_ses-20210226_level-03B_run-011,sub-cp005,5,head_movement_features,42,True,classification,2,0,0.88215595,0.0014562011,0.88215595,0.8603729,0.88069975,0.8723627
sub-cp005_ses-20210226_level-04B_run-004,sub-cp005,5,head_movement_features,42,True,classification,3,2,0.84864736,0.0042138696,0.8444335,0.8349154,0.84864736,0.8333405
sub-cp005_ses-20210226_level-04B_run-006,sub-cp005,5,head_movement_features,42,True,classification,3,3,0.91268545,0.0033659935,0.90931946,0.8826353,0.9035299,0.91268545
sub-cp005_ses-20210226_level-04B_run-009,sub-cp005,5,head_movement_features,42,True,classification,3,2,0.8484089,0.0018473864,0.83546704,0.8465615,0.8484089,0.8405875
sub-cp017_ses-20210521_level-01B_run-001,sub-cp017,5,head_movement_features,42,True,classification,0,3,0.84805596,0.0031858087,0.84487015,0.841498,0.84372884,0.84805596
sub-cp017_ses-20210521_level-01B_run-007,sub-cp017,5,head_movement_features,42,True,classification,0,3,0.8497506,0.00073468685,0.8490159,0.8479569,0.84527993,0.8497506
sub-cp017_ses-20210521_level-01B_run-012,sub-cp017,5,head_movement_features,42,True,classification,0,1,0.84788984,0.0011600256,0.80805,0.84788984,0.8374796,0.8467298
sub-cp017_ses-20210521_level-02B_run-003,sub-cp017,5,head_movement_features,42,True,classification,1,0,0.8546351,0.0021328926,0.8546351,0.8525022,0.84087485,0.84734917
sub-cp017_ses-20210521_level-02B_run-008,sub-cp017,5,head_movement_features,42,True,classification,1,1,0.86261153,0.022004843,0.8353226,0.86261153,0.8376549,0.8406067
sub-cp017_ses-20210521_level-02B_run-010,sub-cp017,5,head_movement_features,42,True,classification,1,3,0.8315355,0.005350888,0.8249335,0.82618463,0.81777745,0.8315355
sub-cp017_ses-20210521_level-03B_run-002,sub-cp017,5,head_movement_features,42,True,classification,2,3,0.85670155,0.0069028735,0.8160774,0.84477526,0.8497987,0.85670155
sub-cp017_ses-20210521_level-03B_run-005,sub-cp017,5,head_movement_features,42,True,classification,2,0,0.84913015,0.008086145,0.84913015,0.8320568,0.8360272,0.841044
sub-cp017_ses-20210521_level-03B_run-011,sub-cp017,5,head_movement_features,42,True,classification,2,0,0.8350157,0.0038776994,0.8350157,0.8304099,0.81847,0.831138
sub-cp017_ses-20210521_level-04B_run-004,sub-cp017,5,head_movement_features,42,True,classification,3,3,0.84732056,0.0035466552,0.84039724,0.8437739,0.8321436,0.84732056
sub-cp017_ses-20210521_level-04B_run-006,sub-cp017,5,head_movement_features,42,True,classification,3,0,0.8327966,0.011811972,0.8327966,0.8209846,0.8208234,0.8195329
sub-cp017_ses-20210521_level-04B_run-009,sub-cp017,5,head_movement_features,42,True,classification,3,1,0.8623878,0.0065751076,0.8509914,0.8623878,0.85581267,0.8435149
sub-cp022_ses-20210621_level-01B_run-001,sub-cp022,5,head_movement_features,42,True,classification,0,2,0.8970799,0.009897053,0.88718283,0.88563764,0.8970799,0.8837793
sub-cp022_ses-20210621_level-01B_run-007,sub-cp022,5,head_movement_features,42,True,classification,0,3,0.86735797,0.00014871359,0.86498654,0.85316116,0.86720926,0.86735797
sub-cp022_ses-20210621_level-01B_run-012,sub-cp022,5,head_movement_features,42,True,classification,0,0,0.9051404,0.010754526,0.9051404,0.8874815,0.8943859,0.88009036
sub-cp022_ses-20210621_level-02B_run-003,sub-cp022,5,head_movement_features,42,True,classification,1,0,0.8961845,0.0010193586,0.8961845,0.8681231,0.8929172,0.89516515
sub-cp022_ses-20210621_level-02B_run-008,sub-cp022,5,head_movement_features,42,True,classification,1,2,0.8859531,0.004949689,0.86873347,0.86751586,0.8859531,0.88100344
sub-cp022_ses-20210621_level-02B_run-010,sub-cp022,5,head_movement_features,42,True,classification,1,0,0.8961234,0.014812946,0.8961234,0.88131046,0.88040125,0.8809957
sub-cp022_ses-20210621_level-03B_run-002,sub-cp022,5,head_movement_features,42,True,classification,2,3,0.87055403,0.0042010546,0.85569733,0.8520664,0.866353,0.87055403
sub-cp022_ses-20210621_level-03B_run-005,sub-cp022,5,head_movement_features,42,True,classification,2,2,0.89535683,0.0014222264,0.8918119,0.86684024,0.89535683,0.8939346
sub-cp022_ses-20210621_level-03B_run-011,sub-cp022,5,head_movement_features,42,True,classification,2,3,0.91477513,0.0073889494,0.9031601,0.8924947,0.9073862,0.91477513
sub-cp022_ses-20210621_level-04B_run-004,sub-cp022,5,head_movement_features,42,True,classification,3,3,0.8931845,0.013731122,0.862267,0.85887724,0.87945336,0.8931845
sub-cp022_ses-20210621_level-04B_run-006,sub-cp022,5,head_movement_features,42,True,classification,3,3,0.8963278,0.021717489,0.8512382,0.8494393,0.8746103,0.8963278
sub-cp022_ses-20210621_level-04B_run-009,sub-cp022,5,head_movement_features,42,True,classification,3,3,0.8941361,0.004871547,0.8791144,0.8701332,0.8892645,0.8941361
sub-cp028_ses-20211214_level-01B_run-001,sub-cp028,5,head_movement_features,42,True,classification,0,0,0.85482574,0.0069304705,0.85482574,0.84789526,0.84726137,0.82979375
sub-cp028_ses-20211214_level-01B_run-007,sub-cp028,5,head_movement_features,42,True,classification,0,0,0.86418617,0.008934438,0.86418617,0.850377,0.8529152,0.8552517
sub-cp028_ses-20211214_level-01B_run-012,sub-cp028,5,head_movement_features,42,True,classification,0,1,0.84978503,0.0025202036,0.8353457,0.84978503,0.8472648,0.83712417
sub-cp028_ses-20211214_level-02B_run-003,sub-cp028,5,head_movement_features,42,True,classification,1,2,0.8116608,0.0071492195,0.8045116,0.7989248,0.8116608,0.7914709
sub-cp028_ses-20211214_level-02B_run-008,sub-cp028,5,head_movement_features,42,True,classification,1,1,0.91551757,0.010711908,0.8962602,0.91551757,0.90480566,0.8943517
sub-cp028_ses-20211214_level-02B_run-010,sub-cp028,5,head_movement_features,42,True,classification,1,0,0.8388329,0.0011410117,0.8388329,0.8376919,0.82700104,0.8118332
sub-cp028_ses-20211214_level-03B_run-002,sub-cp028,5,head_movement_features,42,True,classification,2,1,0.898079,0.0007661581,0.8828754,0.898079,0.8973128,0.86688095
sub-cp028_ses-20211214_level-03B_run-005,sub-cp028,5,head_movement_features,42,True,classification,2,0,0.90450865,0.0063144565,0.90450865,0.8881313,0.8981942,0.8964473
sub-cp028_ses-20211214_level-03B_run-011,sub-cp028,5,head_movement_features,42,True,classification,2,1,0.8935544,0.009154618,0.87845415,0.8935544,0.8843998,0.8658624
sub-cp028_ses-20211214_level-04B_run-004,sub-cp028,5,head_movement_features,42,True,classification,3,2,0.90016764,0.012576461,0.8681509,0.8875912,0.90016764,0.8806533
sub-cp028_ses-20211214_level-04B_run-006,sub-cp028,5,head_movement_features,42,True,classification,3,2,0.9125162,0.016879618,0.89320487,0.8923361,0.9125162,0.89563656
sub-cp028_ses-20211214_level-04B_run-009,sub-cp028,5,head_movement_features,42,True,classification,3,1,0.84390646,0.009056389,0.83311266,0.84390646,0.8348501,0.81134343
sub-cp030_ses-20211025_level-01B_run-001,sub-cp030,5,head_movement_features,42,True,classification,0,2,0.9084328,0.0034642816,0.90182966,0.9049685,0.9084328,0.88621217
sub-cp030_ses-20211025_level-01B_run-007,sub-cp030,5,head_movement_features,42,True,classification,0,0,0.8968662,0.010640681,0.8968662,0.88329506,0.8862255,0.8735372
sub-cp030_ses-20211025_level-01B_run-012,sub-cp030,5,head_movement_features,42,True,classification,0,0,0.8910489,0.0068983436,0.8910489,0.88415056,0.8730596,0.8793729
sub-cp030_ses-20211025_level-02B_run-003,sub-cp030,5,head_movement_features,42,True,classification,1,0,0.90874493,0.007999659,0.90874493,0.9007453,0.8954439,0.88366634
sub-cp030_ses-20211025_level-02B_run-008,sub-cp030,5,head_movement_features,42,True,classification,1,0,0.8882478,0.0039046407,0.8882478,0.88434315,0.8817696,0.8737601
sub-cp030_ses-20211025_level-02B_run-010,sub-cp030,5,head_movement_features,42,True,classification,1,0,0.88787264,0.010902464,0.88787264,0.8769702,0.867248,0.8615306
sub-cp030_ses-20211025_level-03B_run-002,sub-cp030,5,head_movement_features,42,True,classification,2,0,0.8911323,0.006986499,0.8911323,0.86913913,0.8841458,0.8622584
sub-cp030_ses-20211025_level-03B_run-011,sub-cp030,5,head_movement_features,42,True,classification,2,2,0.912718,0.0059194565,0.90038115,0.90292907,0.912718,0.90679854
sub-cp030_ses-20211025_level-04B_run-004,sub-cp030,5,head_movement_features,42,True,classification,3,0,0.89777637,0.0057955384,0.89777637,0.8919808,0.8833221,0.8779264
sub-cp030_ses-20211025_level-04B_run-006,sub-cp030,5,head_movement_features,42,True,classification,3,0,0.9062853,0.018892467,0.9062853,0.8873928,0.8771906,0.8697566
sub-cp030_ses-20211025_level-04B_run-009,sub-cp030,5,head_movement_features,42,True,classification,3,0,0.88178754,0.0076019764,0.88178754,0.87418556,0.8585953,0.86723214
sub-cp032_ses-20211105_level-01B_run-001,sub-cp032,5,head_movement_features,42,True,classification,0,3,0.90427506,0.007978618,0.87814736,0.88639396,0.89629644,0.90427506
sub-cp032_ses-20211105_level-01B_run-007,sub-cp032,5,head_movement_features,42,True,classification,0,3,0.90279686,0.015330017,0.86339414,0.8818113,0.88746685,0.90279686
sub-cp032_ses-20211105_level-01B_run-012,sub-cp032,5,head_movement_features,42,True,classification,0,1,0.8647123,0.0076345205,0.8559599,0.8647123,0.8570778,0.85027844
sub-cp032_ses-20211105_level-02B_run-003,sub-cp032,5,head_movement_features,42,True,classification,1,2,0.9069031,0.0010552406,0.89304924,0.894882,0.9069031,0.90584785
sub-cp032_ses-20211105_level-02B_run-008,sub-cp032,5,head_movement_features,42,True,classification,1,3,0.9066922,0.01146549,0.86722326,0.8882149,0.8952267,0.9066922
sub-cp032_ses-20211105_level-02B_run-010,sub-cp032,5,head_movement_features,42,True,classification,1,3,0.8946512,0.0051163435,0.86181176,0.88432264,0.88953483,0.8946512
sub-cp032_ses-20211105_level-03B_run-002,sub-cp032,5,head_movement_features,42,True,classification,2,3,0.91199774,0.0056164265,0.8912037,0.88757586,0.9063813,0.91199774
sub-cp032_ses-20211105_level-03B_run-005,sub-cp032,5,head_movement_features,42,True,classification,2,2,0.913696,0.007258475,0.87920463,0.89795315,0.913696,0.9064375
sub-cp032_ses-20211105_level-03B_run-011,sub-cp032,5,head_movement_features,42,True,classification,2,2,0.8849175,0.0015227795,0.85180324,0.874158,0.8849175,0.8833947
sub-cp032_ses-20211105_level-04B_run-004,sub-cp032,5,head_movement_features,42,True,classification,3,3,0.92187023,0.008188486,0.8914938,0.9011341,0.91368175,0.92187023
sub-cp032_ses-20211105_level-04B_run-006,sub-cp032,5,head_movement_features,42,True,classification,3,3,0.9134713,0.009721935,0.8947227,0.90374935,0.89942473,0.9134713
sub-cp032_ses-20211105_level-04B_run-009,sub-cp032,5,head_movement_features,42,True,classification,3,3,0.89522165,0.013257086,0.85386866,0.88196456,0.87416565,0.89522165
sub-cp035_ses-20220125_level-01B_run-001,sub-cp035,5,head_movement_features,42,True,classification,0,2,0.8206308,0.0045927167,0.8155408,0.815306,0.8206308,0.8160381
sub-cp035_ses-20220125_level-01B_run-007,sub-cp035,5,head_movement_features,42,True,classification,0,2,0.84871364,0.004360795,0.83365005,0.8234915,0.84871364,0.84435284
sub-cp035_ses-20220125_level-01B_run-012,sub-cp035,5,head_movement_features,42,True,classification,0,3,0.85878867,0.0038598776,0.85008645,0.84414476,0.8549288,0.85878867
sub-cp035_ses-20220125_level-02B_run-003,sub-cp035,5,head_movement_features,42,True,classification,1,2,0.86522114,0.0015798807,0.8520964,0.8442858,0.86522114,0.86364126
sub-cp035_ses-20220125_level-02B_run-008,sub-cp035,5,head_movement_features,42,True,classification,1,2,0.8404485,0.00090038776,0.8327301,0.8235538,0.8404485,0.8395481
sub-cp035_ses-20220125_level-02B_run-010,sub-cp035,5,head_movement_features,42,True,classification,1,3,0.8788108,0.0060791373,0.8669348,0.8491062,0.8727317,0.8788108
sub-cp035_ses-20220125_level-03B_run-002,sub-cp035,5,head_movement_features,42,True,classification,2,2,0.8667557,0.004680395,0.8565991,0.8513846,0.8667557,0.8620753
sub-cp035_ses-20220125_level-03B_run-005,sub-cp035,5,head_movement_features,42,True,classification,2,2,0.85806066,0.0031878948,0.8404768,0.83672035,0.85806066,0.85487276
sub-cp035_ses-20220125_level-03B_run-011,sub-cp035,5,head_movement_features,42,True,classification,2,2,0.8570348,0.0018718839,0.841764,0.8352813,0.8570348,0.8551629
sub-cp035_ses-20220125_level-04B_run-004,sub-cp035,5,head_movement_features,42,True,classification,3,2,0.8739649,0.0030220747,0.86002004,0.8477045,0.8739649,0.87094283
sub-cp035_ses-20220125_level-04B_run-006,sub-cp035,5,head_movement_features,42,True,classification,3,2,0.87523985,0.0066194534,0.8548433,0.84500295,0.87523985,0.8686204
sub-cp035_ses-20220125_level-04B_run-009,sub-cp035,5,head_movement_features,42,True,classification,3,2,0.85699797,0.00084495544,0.8511647,0.84393114,0.85699797,0.856153
sub-cp004_ses-20210330_level-01B_run-001,sub-cp004,1,head_movement_features,43,True,classification,0,1,0.8814271,0.00035208464,0.881075,0.8814271,0.8551012,0.8743698
sub-cp004_ses-20210330_level-01B_run-007,sub-cp004,1,head_movement_features,43,True,classification,0,3,0.89048517,0.0047166348,0.88576853,0.88286644,0.86888945,0.89048517
sub-cp004_ses-20210330_level-01B_run-012,sub-cp004,1,head_movement_features,43,True,classification,0,1,0.8639811,0.0011668205,0.8628143,0.8639811,0.83408564,0.8349495
sub-cp004_ses-20210330_level-02B_run-003,sub-cp004,1,head_movement_features,43,True,classification,1,3,0.89247155,0.010541916,0.8723875,0.88032776,0.88192964,0.89247155
sub-cp004_ses-20210330_level-02B_run-008,sub-cp004,1,head_movement_features,43,True,classification,1,3,0.8927824,0.0028060079,0.8849311,0.8899764,0.88626987,0.8927824
sub-cp004_ses-20210330_level-02B_run-010,sub-cp004,1,head_movement_features,43,True,classification,1,1,0.9145128,0.02780044,0.88582116,0.9145128,0.8867124,0.8724963
sub-cp004_ses-20210330_level-03B_run-002,sub-cp004,1,head_movement_features,43,True,classification,2,3,0.8707135,0.0132421255,0.8574136,0.83757174,0.85747135,0.8707135
sub-cp004_ses-20210330_level-03B_run-005,sub-cp004,1,head_movement_features,43,True,classification,2,1,0.8574827,0.0018651485,0.84256774,0.8574827,0.8556175,0.8389916
sub-cp004_ses-20210330_level-03B_run-011,sub-cp004,1,head_movement_features,43,True,classification,2,2,0.90097594,0.010774076,0.88066286,0.89020187,0.90097594,0.8805049
sub-cp004_ses-20210330_level-04B_run-004,sub-cp004,1,head_movement_features,43,True,classification,3,3,0.881401,0.011118233,0.87028277,0.8608944,0.86865014,0.881401
sub-cp004_ses-20210330_level-04B_run-006,sub-cp004,1,head_movement_features,43,True,classification,3,3,0.89438564,0.018636286,0.86394924,0.85696983,0.87574935,0.89438564
sub-cp004_ses-20210330_level-04B_run-009,sub-cp004,1,head_movement_features,43,True,classification,3,2,0.86621505,0.0016596317,0.8645554,0.8644094,0.86621505,0.86276394
sub-cp011_ses-20210408_level-01B_run-001,sub-cp011,1,head_movement_features,43,True,classification,0,0,0.86652064,0.0029720068,0.86652064,0.85620606,0.86354864,0.8467647
sub-cp011_ses-20210408_level-01B_run-007,sub-cp011,1,head_movement_features,43,True,classification,0,2,0.84997237,0.0069773793,0.842995,0.82966673,0.84997237,0.84228116
sub-cp011_ses-20210408_level-01B_run-012,sub-cp011,1,head_movement_features,43,True,classification,0,0,0.8417442,0.0037177205,0.8417442,0.82954496,0.8304297,0.83802646
sub-cp011_ses-20210408_level-02B_run-003,sub-cp011,1,head_movement_features,43,True,classification,1,2,0.8585602,0.010007679,0.84615946,0.8338344,0.8585602,0.8485525
sub-cp011_ses-20210408_level-02B_run-008,sub-cp011,1,head_movement_features,43,True,classification,1,2,0.86063373,0.013079405,0.8475543,0.84196895,0.86063373,0.82876986
sub-cp011_ses-20210408_level-02B_run-010,sub-cp011,1,head_movement_features,43,True,classification,1,0,0.86131215,0.011197507,0.86131215,0.847788,0.85011464,0.83659273
sub-cp011_ses-20210408_level-03B_run-002,sub-cp011,1,head_movement_features,43,True,classification,2,2,0.84950536,0.019499063,0.8300063,0.81294256,0.84950536,0.82626325
sub-cp011_ses-20210408_level-03B_run-005,sub-cp011,1,head_movement_features,43,True,classification,2,0,0.8572495,0.0022121072,0.8572495,0.8429189,0.8550374,0.84226954
sub-cp011_ses-20210408_level-03B_run-011,sub-cp011,1,head_movement_features,43,True,classification,2,0,0.8293333,0.00095814466,0.8293333,0.8070652,0.82837516,0.8252416
sub-cp011_ses-20210408_level-04B_run-004,sub-cp011,1,head_movement_features,43,True,classification,3,2,0.8419552,0.028123915,0.8007429,0.8121032,0.8419552,0.81383127
sub-cp011_ses-20210408_level-04B_run-006,sub-cp011,1,head_movement_features,43,True,classification,3,3,0.8347104,0.010921538,0.8237889,0.8127991,0.8206008,0.8347104
sub-cp011_ses-20210408_level-04B_run-009,sub-cp011,1,head_movement_features,43,True,classification,3,2,0.84466076,0.014275134,0.8269281,0.81340057,0.84466076,0.8303856
sub-cp016_ses-20210528_level-01B_run-001,sub-cp016,1,head_movement_features,43,True,classification,0,2,0.8882719,0.013572872,0.86431223,0.85980314,0.8882719,0.87469906
