run_key,subject_id,outer_fold,target_score,prediction_raw,prediction_bounded,residual_bounded,model,source_path,source_sha256,derived_readonly_reference
sub-cp018_ses-20210709_level-01B_run-012,sub-cp018,4,1.0,0.8359920539566972,1.0,0.0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp018_ses-20210709_level-02B_run-003,sub-cp018,4,2.0,1.9245852433644146,1.9245852433644146,0.07541475663558539,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp018_ses-20210709_level-02B_run-008,sub-cp018,4,2.0,1.8537683828230525,1.8537683828230525,0.14623161717694755,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp018_ses-20210709_level-02B_run-010,sub-cp018,4,2.0,1.713831564255035,1.713831564255035,0.286168435744965,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp018_ses-20210709_level-03B_run-002,sub-cp018,4,3.0,2.9611572958393224,2.9611572958393224,0.03884270416067759,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp018_ses-20210709_level-03B_run-005,sub-cp018,4,3.0,2.9429428823541586,2.9429428823541586,0.057057117645841426,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp018_ses-20210709_level-03B_run-011,sub-cp018,4,3.0,2.724421183218996,2.724421183218996,0.27557881678100404,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp018_ses-20210709_level-04B_run-004,sub-cp018,4,4.0,4.118409358597155,4.0,0.0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp018_ses-20210709_level-04B_run-006,sub-cp018,4,4.0,4.047219691701771,4.0,0.0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp018_ses-20210709_level-04B_run-009,sub-cp018,4,4.0,3.892722116348209,3.892722116348209,0.10727788365179114,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp019_ses-20210625_level-01B_run-001,sub-cp019,3,1.0,1.374476669049708,1.374476669049708,-0.3744766690497081,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp019_ses-20210625_level-01B_run-007,sub-cp019,3,1.0,0.7597453019813751,1.0,0.0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp019_ses-20210625_level-01B_run-012,sub-cp019,3,1.0,1.3896301491125929,1.3896301491125929,-0.38963014911259286,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp019_ses-20210625_level-02B_run-003,sub-cp019,3,2.0,1.335551218209541,1.335551218209541,0.664448781790459,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp019_ses-20210625_level-02B_run-008,sub-cp019,3,2.0,2.185278199751847,2.185278199751847,-0.1852781997518469,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp019_ses-20210625_level-02B_run-010,sub-cp019,3,2.0,1.6690403446248485,1.6690403446248485,0.3309596553751515,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp019_ses-20210625_level-03B_run-002,sub-cp019,3,3.0,2.973111634719561,2.973111634719561,0.02688836528043881,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp019_ses-20210625_level-03B_run-005,sub-cp019,3,3.0,2.8688854902690144,2.8688854902690144,0.1311145097309856,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp019_ses-20210625_level-03B_run-011,sub-cp019,3,3.0,2.8830471908304025,2.8830471908304025,0.1169528091695975,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp019_ses-20210625_level-04B_run-004,sub-cp019,3,4.0,3.844303935912511,3.844303935912511,0.15569606408748893,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp019_ses-20210625_level-04B_run-006,sub-cp019,3,4.0,3.8650449871257315,3.8650449871257315,0.13495501287426848,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp019_ses-20210625_level-04B_run-009,sub-cp019,3,4.0,3.9202306001795195,3.9202306001795195,0.07976939982048048,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp020_ses-20210604_level-01B_run-001,sub-cp020,2,1.0,1.480997626400414,1.480997626400414,-0.4809976264004141,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp020_ses-20210604_level-01B_run-007,sub-cp020,2,1.0,1.426011212631646,1.426011212631646,-0.426011212631646,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp020_ses-20210604_level-01B_run-012,sub-cp020,2,1.0,1.3412606665366975,1.3412606665366975,-0.3412606665366975,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp020_ses-20210604_level-02B_run-003,sub-cp020,2,2.0,2.08987393505547,2.08987393505547,-0.08987393505546981,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp020_ses-20210604_level-02B_run-008,sub-cp020,2,2.0,1.8069930257115572,1.8069930257115572,0.19300697428844282,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp020_ses-20210604_level-02B_run-010,sub-cp020,2,2.0,2.1352907229957894,2.1352907229957894,-0.13529072299578937,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp020_ses-20210604_level-03B_run-002,sub-cp020,2,3.0,3.2577731467041247,3.2577731467041247,-0.25777314670412466,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp020_ses-20210604_level-03B_run-005,sub-cp020,2,3.0,2.8374529332634566,2.8374529332634566,0.1625470667365434,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp020_ses-20210604_level-03B_run-011,sub-cp020,2,3.0,3.070577100512497,3.070577100512497,-0.0705771005124971,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp020_ses-20210604_level-04B_run-004,sub-cp020,2,4.0,3.88308858047602,3.88308858047602,0.11691141952397999,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp020_ses-20210604_level-04B_run-006,sub-cp020,2,4.0,4.088591378661545,4.0,0.0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp020_ses-20210604_level-04B_run-009,sub-cp020,2,4.0,3.911533425005343,3.911533425005343,0.08846657499465715,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp022_ses-20210621_level-01B_run-001,sub-cp022,5,1.0,1.9245849876398444,1.9245849876398444,-0.9245849876398444,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp022_ses-20210621_level-01B_run-007,sub-cp022,5,1.0,1.6463407946124804,1.6463407946124804,-0.6463407946124804,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp022_ses-20210621_level-01B_run-012,sub-cp022,5,1.0,1.605653244352504,1.605653244352504,-0.605653244352504,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp022_ses-20210621_level-02B_run-003,sub-cp022,5,2.0,2.0140989899714925,2.0140989899714925,-0.014098989971492504,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp022_ses-20210621_level-02B_run-008,sub-cp022,5,2.0,2.485321169164206,2.485321169164206,-0.4853211691642061,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp022_ses-20210621_level-02B_run-010,sub-cp022,5,2.0,2.2938429174133317,2.2938429174133317,-0.2938429174133317,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp022_ses-20210621_level-03B_run-002,sub-cp022,5,3.0,3.4307901717855516,3.4307901717855516,-0.43079017178555157,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp022_ses-20210621_level-03B_run-005,sub-cp022,5,3.0,3.0007447334802664,3.0007447334802664,-0.0007447334802663796,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp022_ses-20210621_level-03B_run-011,sub-cp022,5,3.0,2.875015433838924,2.875015433838924,0.12498456616107578,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp022_ses-20210621_level-04B_run-004,sub-cp022,5,4.0,3.841764381463741,3.841764381463741,0.158235618536259,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp022_ses-20210621_level-04B_run-006,sub-cp022,5,4.0,4.125492833408094,4.0,0.0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp022_ses-20210621_level-04B_run-009,sub-cp022,5,4.0,4.024011859978284,4.0,0.0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp023_ses-20210628_level-01B_run-001,sub-cp023,3,1.0,1.2023236430775222,1.2023236430775222,-0.20232364307752215,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp023_ses-20210628_level-01B_run-007,sub-cp023,3,1.0,1.2884873523692177,1.2884873523692177,-0.28848735236921774,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp023_ses-20210628_level-01B_run-012,sub-cp023,3,1.0,1.844895024848197,1.844895024848197,-0.844895024848197,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp023_ses-20210628_level-02B_run-003,sub-cp023,3,2.0,2.0956716602732204,2.0956716602732204,-0.09567166027322038,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp023_ses-20210628_level-02B_run-008,sub-cp023,3,2.0,1.5969039665377374,1.5969039665377374,0.40309603346226264,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp023_ses-20210628_level-02B_run-010,sub-cp023,3,2.0,2.5614584621315295,2.5614584621315295,-0.5614584621315295,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp023_ses-20210628_level-03B_run-002,sub-cp023,3,3.0,2.827174374585687,2.827174374585687,0.1728256254143128,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp023_ses-20210628_level-03B_run-005,sub-cp023,3,3.0,2.703500596533604,2.703500596533604,0.29649940346639614,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp023_ses-20210628_level-03B_run-011,sub-cp023,3,3.0,1.366250814849244,1.366250814849244,1.633749185150756,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp023_ses-20210628_level-04B_run-004,sub-cp023,3,4.0,4.254864946409297,4.0,0.0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp023_ses-20210628_level-04B_run-006,sub-cp023,3,4.0,3.829137370847346,3.829137370847346,0.17086262915265404,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp023_ses-20210628_level-04B_run-009,sub-cp023,3,4.0,3.8000667873245497,3.8000667873245497,0.19993321267545028,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp024_ses-20210629_level-01B_run-001,sub-cp024,3,1.0,1.217092745843081,1.217092745843081,-0.21709274584308091,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp024_ses-20210629_level-01B_run-007,sub-cp024,3,1.0,1.1658506152357737,1.1658506152357737,-0.1658506152357737,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp024_ses-20210629_level-01B_run-012,sub-cp024,3,1.0,0.9138395209519986,1.0,0.0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp024_ses-20210629_level-02B_run-003,sub-cp024,3,2.0,1.763299512611723,1.763299512611723,0.23670048738827698,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp024_ses-20210629_level-02B_run-008,sub-cp024,3,2.0,1.5605017351879726,1.5605017351879726,0.43949826481202736,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp024_ses-20210629_level-02B_run-010,sub-cp024,3,2.0,2.005377894239586,2.005377894239586,-0.005377894239586123,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp024_ses-20210629_level-03B_run-002,sub-cp024,3,3.0,2.801568129393927,2.801568129393927,0.1984318706060728,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp024_ses-20210629_level-03B_run-005,sub-cp024,3,3.0,2.7916491723786097,2.7916491723786097,0.20835082762139034,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp024_ses-20210629_level-03B_run-011,sub-cp024,3,3.0,2.759891490169276,2.759891490169276,0.24010850983072407,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp024_ses-20210629_level-04B_run-004,sub-cp024,3,4.0,3.37665748833939,3.37665748833939,0.6233425116606099,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp024_ses-20210629_level-04B_run-006,sub-cp024,3,4.0,3.6742199135014033,3.6742199135014033,0.3257800864985967,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp024_ses-20210629_level-04B_run-009,sub-cp024,3,4.0,2.9084835632553827,2.9084835632553827,1.0915164367446173,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp025_ses-20210820_level-01B_run-001,sub-cp025,3,1.0,1.2075640783773034,1.2075640783773034,-0.2075640783773034,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp025_ses-20210820_level-01B_run-007,sub-cp025,3,1.0,0.49813531012546114,1.0,0.0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp025_ses-20210820_level-01B_run-012,sub-cp025,3,1.0,1.0798046936342172,1.0798046936342172,-0.07980469363421716,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp025_ses-20210820_level-02B_run-003,sub-cp025,3,2.0,1.7999000466387987,1.7999000466387987,0.20009995336120134,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp025_ses-20210820_level-02B_run-008,sub-cp025,3,2.0,1.9290866611562258,1.9290866611562258,0.07091333884377415,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp025_ses-20210820_level-02B_run-010,sub-cp025,3,2.0,1.5912963443620085,1.5912963443620085,0.4087036556379915,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp025_ses-20210820_level-03B_run-002,sub-cp025,3,3.0,2.9705866359536537,2.9705866359536537,0.029413364046346313,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp025_ses-20210820_level-03B_run-005,sub-cp025,3,3.0,2.9202814607916325,2.9202814607916325,0.07971853920836747,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp025_ses-20210820_level-03B_run-011,sub-cp025,3,3.0,2.943063746160251,2.943063746160251,0.056936253839749096,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
sub-cp025_ses-20210820_level-04B_run-004,sub-cp025,3,4.0,4.0829609653849115,4.0,0.0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_05_basic_dual_output_hdc\results\oof\vanilla_hdc_ridge_regression_oof.csv,a449d8f43a0935f0a3fcf8cf901894e426a83e552807dcef9551bc983ba22758,True
