demo_id,fold,true_difficulty,predicted_difficulty,classification_correct,difficulty_1_cosine,difficulty_2_cosine,difficulty_3_cosine,difficulty_4_cosine,true_difficulty_score,raw_frozen_prediction,bounded_frozen_prediction,absolute_error
DEMO-0345,5,4,4,true,0.812291944026947,0.8272800207138061,0.8500503897666931,0.9024208068847657,4.0,4.190920331143006,4.0,0
DEMO-0346,5,4,4,true,0.8275567412376403,0.8362946271896362,0.8666999578475952,0.9164809346199035,4.0,4.2339826607048305,4.0,0
DEMO-0347,5,4,4,true,0.8256878972053527,0.8385131120681762,0.8658979773521424,0.9105715870857238,4.0,4.225933278443329,4.0,0
DEMO-0348,4,1,1,true,0.5128814518451691,0.4158973515033722,0.385908317565918,0.3947939336299896,1.0,1.4504302938046956,1.4504302938046956,0.4504302938046956
DEMO-0349,4,1,1,true,0.48693336844444274,0.36525399684906007,0.3716390490531921,0.4058441400527954,1.0,1.8174565092971136,1.8174565092971136,0.8174565092971136
DEMO-0350,4,1,1,true,0.5063265442848206,0.3722267866134643,0.3572456181049347,0.3884679198265075,1.0,1.56065616151674,1.56065616151674,0.56065616151674
DEMO-0351,4,2,1,false,0.481399405002594,0.40179890394210815,0.41034438014030455,0.3749745607376098,2.0,1.7106782346351306,1.7106782346351306,0.2893217653648694
DEMO-0352,4,2,1,false,0.4821072041988373,0.38369021415710447,0.3827750086784363,0.4150215148925781,2.0,1.920437845272394,1.920437845272394,0.07956215472760597
DEMO-0353,4,2,1,false,0.487663722038269,0.41210356950759885,0.38725647330284113,0.40893341302871705,2.0,1.7199369970951075,1.7199369970951075,0.2800630029048925
DEMO-0354,4,3,3,true,0.40906561613082887,0.3780753195285797,0.4645573318004608,0.3999300479888916,3.0,2.7685154302539585,2.7685154302539585,0.2314845697460415
DEMO-0355,4,3,1,false,0.4650775849819183,0.37479174733161924,0.43088958263397215,0.43087456226348875,3.0,2.445502065033522,2.445502065033522,0.554497934966478
DEMO-0356,4,3,1,false,0.4552171349525452,0.3597912132740021,0.43027544021606445,0.42632758617401123,3.0,2.6615885212478605,2.6615885212478605,0.3384114787521395
DEMO-0357,4,4,4,true,0.4470041453838348,0.3357193410396576,0.4446750581264495,0.5318876743316651,4.0,3.3313116813119104,3.3313116813119104,0.6686883186880896
DEMO-0358,4,4,4,true,0.43430774211883544,0.31278715729713436,0.4138032555580139,0.5245995640754699,4.0,3.635843915406331,3.635843915406331,0.3641560845936689
DEMO-0359,4,4,4,true,0.42419453263282775,0.3153021574020386,0.4100569486618042,0.5267708420753479,4.0,3.701697892821054,3.701697892821054,0.2983021071789458
DEMO-0360,3,1,1,true,0.8728617072105408,0.8406875252723693,0.8101751446723938,0.7923191308975219,1.0,1.0972937111665668,1.0972937111665668,0.09729371116656682
DEMO-0361,3,1,1,true,0.8722030997276307,0.8437377095222474,0.8121148705482483,0.7540971398353576,1.0,1.146534434641239,1.146534434641239,0.1465344346412389
DEMO-0362,3,1,1,true,0.9058562517166138,0.878156304359436,0.8299474596977234,0.7644948482513427,1.0,1.113478835178612,1.113478835178612,0.113478835178612
DEMO-0363,3,2,2,true,0.8442599892616272,0.8645043015480042,0.8345282912254334,0.7540389895439148,2.0,1.7561672415261704,1.7561672415261704,0.2438327584738296
DEMO-0364,3,2,2,true,0.8607109427452088,0.8696040391921998,0.840971577167511,0.7964575529098511,2.0,1.8116049167270063,1.8116049167270063,0.1883950832729937
DEMO-0365,3,2,2,true,0.8977028369903565,0.9122550845146179,0.860089385509491,0.7816003561019897,2.0,1.787741202484744,1.787741202484744,0.2122587975152559
DEMO-0366,3,3,3,true,0.8321187257766723,0.8514474034309387,0.8753279089927674,0.7768099069595337,3.0,2.8305987847258165,2.8305987847258165,0.1694012152741835
DEMO-0367,3,3,3,true,0.8349647998809815,0.8686277508735657,0.889156448841095,0.7638345956802368,3.0,2.9913533062824578,2.9913533062824578,0.008646693717542231
DEMO-0368,3,3,3,true,0.8570093274116516,0.8891080856323242,0.9124119877815247,0.7944780707359314,3.0,3.0298363039441254,3.0298363039441254,0.0298363039441254
DEMO-0369,3,4,4,true,0.8007038712501526,0.8207065224647522,0.8429281949996948,0.8755749940872193,4.0,4.076895147670376,4.0,0
DEMO-0370,3,4,4,true,0.8090487957000733,0.8315146565437317,0.8469189167022705,0.8782589554786682,4.0,3.9678049567212907,3.9678049567212907,0.03219504327870926
DEMO-0371,3,4,4,true,0.8242845058441162,0.8477851510047912,0.8686832666397095,0.9187414169311523,4.0,4.395850313228172,4.0,0
DEMO-0372,2,1,1,true,0.8254953384399414,0.7997424602508545,0.7979390025138855,0.766475236415863,1.0,1.5947964737531017,1.5947964737531017,0.5947964737531017
DEMO-0373,2,1,1,true,0.8350467681884766,0.7948602795600891,0.780074667930603,0.749743390083313,1.0,1.1654922673466979,1.1654922673466979,0.1654922673466979
DEMO-0374,2,1,1,true,0.835856831073761,0.8165329575538636,0.799886965751648,0.7601710677146911,1.0,1.2798113813340157,1.2798113813340157,0.2798113813340157
DEMO-0375,2,2,1,false,0.8738487601280213,0.8602756381034851,0.835188364982605,0.8041441679000855,2.0,1.3849697567583035,1.3849697567583035,0.6150302432416965
DEMO-0376,2,2,1,false,0.8515682816505432,0.8218039393424987,0.8035655498504639,0.7663124084472657,2.0,1.5299325832602952,1.5299325832602952,0.4700674167397048
DEMO-0377,2,2,1,false,0.8478826642036438,0.8090275406837464,0.7970430970191955,0.7678426623344421,2.0,1.1889995063662897,1.1889995063662897,0.8110004936337103
DEMO-0378,2,3,2,false,0.8321465492248535,0.8651981949806213,0.8546990394592285,0.8207215785980224,3.0,2.2343236307318994,2.2343236307318994,0.7656763692681006
DEMO-0379,2,3,2,false,0.7934878468513489,0.8073161482810974,0.7972553610801697,0.7803411602973938,3.0,2.109098290073004,2.109098290073004,0.8909017099269958
DEMO-0380,2,3,3,true,0.8400871872901916,0.8231948375701904,0.8564355850219727,0.8185024738311768,3.0,2.88016782274881,2.88016782274881,0.1198321772511899
DEMO-0381,2,4,4,true,0.8135565161705017,0.8208003401756286,0.8405546188354492,0.8600600123405456,4.0,3.786459326718984,3.786459326718984,0.2135406732810159
DEMO-0382,2,4,4,true,0.8097352504730224,0.8124137997627259,0.8408661723136902,0.8687485933303833,4.0,3.794214717467151,3.794214717467151,0.2057852825328488
DEMO-0383,2,4,3,false,0.8431441783905029,0.8392150044441223,0.8618885993957519,0.8537988185882568,4.0,3.3040487669921723,3.3040487669921723,0.6959512330078277
DEMO-0384,1,1,3,false,0.6880157232284546,0.7037323474884033,0.7889939069747924,0.7631913185119629,1.0,2.968043734167505,2.968043734167505,1.968043734167505
DEMO-0385,1,1,3,false,0.680571174621582,0.7362912654876709,0.739206063747406,0.7302491784095764,1.0,2.5584906764452406,2.5584906764452406,1.558490676445241
DEMO-0386,1,1,2,false,0.7136908054351807,0.7379638910293579,0.7109356999397278,0.7227065920829773,1.0,2.26604027050926,2.26604027050926,1.26604027050926
DEMO-0387,1,2,3,false,0.6139687180519104,0.6601529717445374,0.7314069151878357,0.7022582650184631,2.0,3.166744562723383,3.166744562723383,1.166744562723383
DEMO-0388,1,2,3,false,0.7239052653312683,0.7267484664916992,0.7667508006095887,0.714142096042633,2.0,1.966065044508929,1.966065044508929,0.03393495549107106
DEMO-0389,1,2,3,false,0.6345623731613159,0.6940024614334106,0.7531303882598877,0.7509642720222474,2.0,3.0600140649368215,3.0600140649368215,1.060014064936821
DEMO-0390,1,3,3,true,0.5725165963172912,0.6237757802009583,0.7011791110038758,0.6998069286346436,3.0,3.5737961223854797,3.5737961223854797,0.5737961223854797
DEMO-0391,1,3,3,true,0.6429572939872742,0.6823608994483947,0.7420233845710754,0.7230195999145508,3.0,2.933202852345352,2.933202852345352,0.06679714765464784
DEMO-0392,1,3,3,true,0.6613921880722046,0.7124640345573425,0.798101007938385,0.7653947114944458,3.0,3.0251221397494867,3.0251221397494867,0.02512213974948674
DEMO-0393,1,4,4,true,0.6232162475585937,0.6586363673210144,0.7132043361663818,0.7153061747550964,4.0,3.032314331825404,3.032314331825404,0.967685668174596
DEMO-0394,1,4,3,false,0.639897632598877,0.681986665725708,0.7296782851219177,0.72728031873703,4.0,3.2224524170253623,3.2224524170253623,0.7775475829746377
DEMO-0395,1,4,4,true,0.6526398658752441,0.6803195834159851,0.7218924045562745,0.752184522151947,4.0,3.4276633637553005,3.4276633637553005,0.5723366362446995
DEMO-0396,4,1,1,true,0.516418844461441,0.43857123851776125,0.37465869784355166,0.301155537366867,1.0,0.9931453966364409,1.0,0
DEMO-0397,4,1,1,true,0.5169214606285095,0.46533644795417783,0.4431258499622345,0.35635355114936823,1.0,1.035294601241293,1.035294601241293,0.03529460124129291
DEMO-0398,4,1,1,true,0.5108699202537537,0.36416659951210023,0.37110127806663507,0.3822957873344421,1.0,1.6734868334731001,1.6734868334731001,0.6734868334731001
DEMO-0399,4,2,2,true,0.40015130043029784,0.48903672099113465,0.4264176845550537,0.2944367349147797,2.0,2.209337224658039,2.209337224658039,0.2093372246580389
DEMO-0400,4,2,2,true,0.40786777138710023,0.4868008136749268,0.412801718711853,0.3381925344467163,2.0,1.9267749235040206,1.9267749235040206,0.07322507649597942
DEMO-0401,4,2,2,true,0.39613675475120547,0.45199236273765564,0.41075559258461,0.3467389702796936,2.0,1.7832418747088308,1.7832418747088308,0.2167581252911692
DEMO-0402,4,3,3,true,0.39111497998237604,0.44280495643615725,0.5432557821273803,0.451574844121933,3.0,3.266805523089135,3.266805523089135,0.2668055230891349
DEMO-0403,4,3,4,false,0.3461470246315002,0.412461930513382,0.46998671889305116,0.47960888147354125,3.0,3.0267843084103476,3.0267843084103476,0.02678430841034762
DEMO-0404,4,3,3,true,0.38757566213607786,0.4377124309539795,0.49605687260627745,0.4193408012390137,3.0,2.648771779838964,2.648771779838964,0.3512282201610359
DEMO-0405,4,4,4,true,0.3762258648872375,0.3766194403171539,0.44761762022972107,0.6186700582504272,4.0,4.026831090900465,4.0,0
DEMO-0406,4,4,4,true,0.3750262439250946,0.37910844087600704,0.46948244571685793,0.5828423380851746,4.0,3.8567253615439454,3.8567253615439454,0.1432746384560546
DEMO-0407,4,4,4,true,0.3555852055549621,0.35073643326759335,0.44055318236351015,0.5521249175071716,4.0,3.6983726552120757,3.6983726552120757,0.3016273447879243
DEMO-0408,1,1,1,true,0.9110058903694153,0.8981956720352173,0.8624536752700805,0.771157729625702,1.0,1.4961612666809758,1.4961612666809758,0.4961612666809758
DEMO-0409,1,1,1,true,0.8991689085960388,0.8889567732810975,0.8732014894485474,0.8264159440994263,1.0,1.451552758131842,1.451552758131842,0.4515527581318419
DEMO-0410,1,1,1,true,0.8875171661376953,0.8593527913093567,0.8662405133247375,0.8020716071128845,1.0,1.5149197106607752,1.5149197106607752,0.5149197106607752
DEMO-0411,1,2,2,true,0.8985750317573548,0.9114941477775573,0.8628892302513123,0.745584511756897,2.0,1.4908184781529878,1.4908184781529878,0.5091815218470122
DEMO-0412,1,2,1,false,0.9112482666969299,0.9109773755073547,0.862789785861969,0.7653746247291565,2.0,1.612717517348423,1.612717517348423,0.3872824826515771
DEMO-0413,1,2,2,true,0.8916208267211914,0.9038477182388306,0.8642125844955444,0.7930547952651977,2.0,1.552141636530253,1.552141636530253,0.4478583634697471
DEMO-0414,1,3,3,true,0.81978280544281,0.8564683556556701,0.8929146289825439,0.8130606174468994,3.0,3.242794792481967,3.242794792481967,0.2427947924819671
DEMO-0415,1,3,3,true,0.8701532244682312,0.8761496901512146,0.9211534857749939,0.8047276854515075,3.0,2.8998909976547678,2.8998909976547678,0.1001090023452322
DEMO-0416,1,3,3,true,0.8356951594352722,0.8574397087097168,0.9048407554626465,0.8288457751274109,3.0,3.4050349020947666,3.4050349020947666,0.4050349020947666
DEMO-0417,1,4,4,true,0.7839235305786133,0.7975137829780579,0.8355547904968261,0.885796868801117,4.0,4.212575455474969,4.0,0
DEMO-0418,1,4,4,true,0.7989273786544799,0.803430712223053,0.8528572678565979,0.8923621296882629,4.0,3.892623870792842,3.892623870792842,0.1073761292071582
DEMO-0419,1,4,4,true,0.8170458793640136,0.8228688955307006,0.8681777000427247,0.8922514319419861,4.0,3.632361020927025,3.632361020927025,0.367638979072975
